IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,COG,Congo,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.05,,,3.83,,8.47,6.0 [3.8 - 8.5],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.03,,,3.9,,8.13,6.0 [3.9 - 8.1],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,CYP,Cyprus,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.36,,,3.89,,8.7,6.4 [3.9 - 8.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,PER,Peru,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.45,,,3.91,,9.14,6.4 [3.9 - 9.1],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,JPN,Japan,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.38,,,4.18,,8.75,6.4 [4.2 - 8.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,DOM,Dominican Republic,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.5,,,4.17,,9.08,6.5 [4.2 - 9.1],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.56,,,4.13,,8.89,6.6 [4.1 - 8.9],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.66,,,3.23,,10.37,6.7 [3.2 - 10.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.67,,,3.95,,9.79,6.7 [3.9 - 9.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,SWZ,Eswatini,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.79,,,4.24,,9.32,6.8 [4.2 - 9.3],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,MUS,Mauritius,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.86,,,4.09,,9.59,6.9 [4.1 - 9.6],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ITA,Italy,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.97,,,4.59,,9.48,7.0 [4.6 - 9.5],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,MLT,Malta,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.11,,,4.12,,9.65,7.1 [4.1 - 9.6],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,ZAF,South Africa,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.13,,,4.44,,9.68,7.1 [4.4 - 9.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,GRD,Grenada,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.33,,,4.29,,10.3,7.3 [4.3 - 10.3],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,BWA,Botswana,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.27,,,4.91,,9.73,7.3 [4.9 - 9.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,NOR,Norway,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.38,,,4.92,,9.94,7.4 [4.9 - 9.9],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,HRV,Croatia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.65,,,4.14,,10.96,7.6 [4.1 - 11.0],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,CHL,Chile,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.56,,,5.17,,10.08,7.6 [5.2 - 10.1],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,BRA,Brazil,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.7,,,4.96,,10.49,7.7 [5.0 - 10.5],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.68,,,5.07,,10.34,7.7 [5.1 - 10.3],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.79,,,5.38,,10.33,7.8 [5.4 - 10.3],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ISL,Iceland,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.94,,,5.59,,10.42,7.9 [5.6 - 10.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,8.04,,,4.72,,11.43,8.0 [4.7 - 11.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,SEAR,South-East Asia,Country,THA,Thailand,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.99,,,5.43,,10.8,8.0 [5.4 - 10.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,GAB,Gabon,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,8.14,,,5.4,,10.7,8.1 [5.4 - 10.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,ARG,Argentina,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,8.05,,,5.54,,10.62,8.1 [5.5 - 10.6],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,BRB,Barbados,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,8.22,,,5.12,,11.22,8.2 [5.1 - 11.2],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,8.71,,,5.9,,11.42,8.7 [5.9 - 11.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,BEN,Benin,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,8.83,,,5.62,,12.13,8.8 [5.6 - 12.1],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,PRT,Portugal,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,8.88,,,5.99,,11.57,8.9 [6.0 - 11.6],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,NIU,Niue,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,8.96,,,6.36,,11.73,9.0 [6.4 - 11.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,FIN,Finland,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.08,,,6.32,,11.81,9.1 [6.3 - 11.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,UKR,Ukraine,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.24,,,6,,12.74,9.2 [6.0 - 12.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ESP,Spain,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.16,,,6.38,,11.77,9.2 [6.4 - 11.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,LCA,Saint Lucia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.28,,,5.91,,12.46,9.3 [5.9 - 12.5],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,BEL,Belgium,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.43,,,6.68,,11.87,9.4 [6.7 - 11.9],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,DNK,Denmark,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.49,,,6.65,,12.31,9.5 [6.6 - 12.3],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,CMR,Cameroon,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.6,,,5.77,,13.52,9.6 [5.8 - 13.5],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,SWE,Sweden,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.57,,,6.36,,12.45,9.6 [6.4 - 12.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,AND,Andorra,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.68,,,6.62,,12.93,9.7 [6.6 - 12.9],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,COK,Cook Islands,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.82,,,6,,13.82,9.8 [6.0 - 13.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,HUN,Hungary,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.93,,,6.63,,13.34,9.9 [6.6 - 13.3],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,CAN,Canada,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.89,,,6.78,,13,9.9 [6.8 - 13.0],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,USA,United States of America,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9.9,,,7.28,,12.78,9.9 [7.3 - 12.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,MNE,Montenegro,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10.34,,,7.53,,13.28,10.3 [7.5-13.3],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-19T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,SRB,Serbia,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,7.89,,,5.39,,10.51,7.9 [5.4-10.5],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-19T23:00:00.000Z
